invoice_id,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,VAT,Total,Date,time,Payment_method,COGS,Gross_margin_percentage,Gross_income,Rating,WEEKDAY,Month_
291-21-5991,B,Lagos,Member,Male,"Health and beauty",61.29,5,15.32,321.77,2019-03-29,14:28:00,Cash,306.45,4.76,15.32,7.00,Friday,March
291-32-1427,B,Lagos,Member,Male,"Fashion accessories",21.94,5,5.49,115.19,2019-03-05,12:29:00,Ewallet,109.70,4.76,5.49,5.30,Tuesday,March
291-55-6563,A,Abuja,Member,Female,"Home and lifestyle",34.42,6,10.33,216.85,2019-03-30,12:45:00,Ewallet,206.52,4.76,10.33,7.50,Saturday,March
291-59-1384,B,Lagos,Normal,Male,"Electronic accessories",60.3,1,3.02,63.32,2019-02-28,17:38:00,Cash,60.30,4.76,3.02,6.00,Thursday,February
299-29-0180,B,Lagos,Member,Female,"Home and lifestyle",52.18,7,18.26,383.52,2019-03-09,10:54:00,Cash,365.26,4.76,18.26,9.30,Saturday,March
299-46-1805,B,Lagos,Member,Female,"Sports and travel",93.72,6,28.12,590.44,2019-01-15,16:19:00,Cash,562.32,4.76,28.12,4.50,Tuesday,January
300-71-4605,C,Kano,Member,Male,"Electronic accessories",86.04,5,21.51,451.71,2019-02-25,11:24:00,Ewallet,430.20,4.76,21.51,4.80,Monday,February
301-11-9629,A,Abuja,Normal,Female,"Sports and travel",19.1,7,6.69,140.39,2019-01-15,10:43:00,Cash,133.70,4.76,6.69,9.70,Tuesday,January
303-96-2227,B,Lagos,Normal,Female,"Home and lifestyle",97.38,10,48.69,1022.49,2019-03-02,17:16:00,Ewallet,973.80,4.76,48.69,4.40,Saturday,March
305-03-2383,A,Abuja,Normal,Female,"Food and beverages",67.1,3,10.07,211.37,2019-02-15,10:36:00,Cash,201.30,4.76,10.07,7.50,Friday,February
305-14-0245,B,Lagos,Member,Female,"Home and lifestyle",94.49,8,37.80,793.72,2019-03-03,19:00:00,Ewallet,755.92,4.76,37.80,7.50,Sunday,March
305-18-3552,B,Lagos,Member,Male,"Home and lifestyle",60.38,10,30.19,633.99,2019-02-12,16:19:00,Cash,603.80,4.76,30.19,6.00,Tuesday,February
305-89-2768,B,Lagos,Member,Female,"Home and lifestyle",21.9,3,3.29,68.99,2019-01-09,18:43:00,Ewallet,65.70,4.76,3.29,4.70,Wednesday,January
307-83-9164,A,Abuja,Member,Male,"Home and lifestyle",60.01,4,12.00,252.04,2019-01-25,15:54:00,Cash,240.04,4.76,12.00,4.50,Friday,January
307-85-2293,B,Lagos,Normal,Male,"Home and lifestyle",50.28,5,12.57,263.97,2019-03-07,13:58:00,Ewallet,251.40,4.76,12.57,9.70,Thursday,March
314-23-4520,C,Kano,Member,Male,"Health and beauty",81.23,7,28.43,597.04,2019-01-15,20:44:00,Cash,568.61,4.76,28.43,9.00,Tuesday,January
315-22-5665,C,Kano,Normal,Female,"Home and lifestyle",73.56,10,36.78,772.38,2019-02-24,11:38:00,Ewallet,735.60,4.76,36.78,8.00,Sunday,February
316-01-3952,A,Abuja,Normal,Female,"Food and beverages",54.27,5,13.57,284.92,2019-03-13,14:16:00,Ewallet,271.35,4.76,13.57,4.60,Wednesday,March
316-66-3011,A,Abuja,Member,Female,"Food and beverages",47.63,9,21.43,450.10,2019-01-23,12:35:00,Cash,428.67,4.76,21.43,5.00,Wednesday,January
316-68-6352,A,Abuja,Member,Female,"Food and beverages",36.36,2,3.64,76.36,2019-01-21,10:00:00,Cash,72.72,4.76,3.64,7.10,Monday,January
318-12-0304,A,Abuja,Normal,Male,"Fashion accessories",30.61,1,1.53,32.14,2019-01-23,12:20:00,Ewallet,30.61,4.76,1.53,5.20,Wednesday,January
318-68-5053,B,Lagos,Normal,Female,"Health and beauty",76.99,6,23.10,485.04,2019-02-27,17:55:00,Cash,461.94,4.76,23.10,6.10,Wednesday,February
318-81-2368,C,Kano,Normal,Female,"Electronic accessories",46.2,1,2.31,48.51,2019-03-19,12:16:00,Cash,46.20,4.76,2.31,6.30,Tuesday,March
319-50-3348,B,Lagos,Normal,Female,"Home and lifestyle",40.3,2,4.03,84.63,2019-03-11,15:30:00,Ewallet,80.60,4.76,4.03,4.40,Monday,March
319-74-2561,A,Abuja,Member,Female,"Electronic accessories",94.64,3,14.20,298.12,2019-02-21,16:55:00,Cash,283.92,4.76,14.20,5.50,Thursday,February
320-32-8842,C,Kano,Member,Female,"Food and beverages",22.62,1,1.13,23.75,2019-03-17,18:58:00,Cash,22.62,4.76,1.13,6.40,Sunday,March
320-49-6392,C,Kano,Normal,Female,"Electronic accessories",30.24,1,1.51,31.75,2019-03-04,15:44:00,Cash,30.24,4.76,1.51,8.40,Monday,March
322-02-2271,B,Lagos,Normal,Female,"Sports and travel",42.97,3,6.45,135.36,2019-02-03,11:46:00,Cash,128.91,4.76,6.45,9.30,Sunday,February
324-41-6833,C,Kano,Member,Female,"Electronic accessories",30.2,8,12.08,253.68,2019-03-03,19:30:00,Ewallet,241.60,4.76,12.08,5.10,Sunday,March
324-92-3863,A,Abuja,Member,Male,"Electronic accessories",20.89,2,2.09,43.87,2019-02-05,18:45:00,Cash,41.78,4.76,2.09,9.80,Tuesday,February
325-77-6186,A,Abuja,Member,Female,"Home and lifestyle",90.65,10,45.33,951.83,2019-03-08,10:53:00,Ewallet,906.50,4.76,45.33,7.30,Friday,March
325-89-4209,A,Abuja,Member,Male,"Food and beverages",87.9,1,4.40,92.30,2019-02-05,19:42:00,Ewallet,87.90,4.76,4.40,6.70,Tuesday,February
325-90-8763,C,Kano,Member,Female,"Electronic accessories",46.57,10,23.29,488.99,2019-01-27,13:58:00,Cash,465.70,4.76,23.29,7.60,Sunday,January
326-71-2155,C,Kano,Normal,Female,"Sports and travel",73.95,4,14.79,310.59,2019-02-03,10:02:00,Cash,295.80,4.76,14.79,6.10,Sunday,February
326-78-5178,C,Kano,Member,Male,"Food and beverages",91.4,7,31.99,671.79,2019-02-03,10:19:00,Cash,639.80,4.76,31.99,9.50,Sunday,February
327-40-9673,B,Lagos,Member,Male,"Sports and travel",72.6,6,21.78,457.38,2019-01-13,19:51:00,Cash,435.60,4.76,21.78,6.90,Sunday,January
333-23-2632,A,Abuja,Member,Male,"Health and beauty",10.08,7,3.53,74.09,2019-03-28,20:14:00,Cash,70.56,4.76,3.53,4.20,Thursday,March
333-73-7901,C,Kano,Normal,Female,"Health and beauty",54.92,8,21.97,461.33,2019-03-23,13:24:00,Ewallet,439.36,4.76,21.97,7.60,Saturday,March
334-64-2006,A,Abuja,Member,Female,"Home and lifestyle",70.32,2,7.03,147.67,2019-03-24,14:22:00,Ewallet,140.64,4.76,7.03,9.60,Sunday,March
338-65-2210,C,Kano,Member,Female,"Health and beauty",68.6,10,34.30,720.30,2019-02-05,19:57:00,Cash,686.00,4.76,34.30,9.10,Tuesday,February
339-38-9982,B,Lagos,Member,Male,"Fashion accessories",59.86,2,5.99,125.71,2019-01-13,14:55:00,Ewallet,119.72,4.76,5.99,6.70,Sunday,January
339-96-8318,B,Lagos,Member,Male,"Fashion accessories",81.31,7,28.46,597.63,2019-03-01,19:49:00,Ewallet,569.17,4.76,28.46,6.30,Friday,March
340-21-9136,A,Abuja,Member,Female,"Sports and travel",40.05,4,8.01,168.21,2019-01-25,11:40:00,Cash,160.20,4.76,8.01,9.70,Friday,January
340-66-0321,A,Abuja,Member,Male,"Electronic accessories",36.36,4,7.27,152.71,2019-03-25,13:07:00,Cash,145.44,4.76,7.27,7.60,Monday,March
342-65-4817,C,Kano,Member,Male,"Health and beauty",86.8,3,13.02,273.42,2019-01-28,16:47:00,Ewallet,260.40,4.76,13.02,9.90,Monday,January
343-61-3544,B,Lagos,Member,Male,"Sports and travel",26.67,10,13.34,280.04,2019-01-29,11:48:00,Cash,266.70,4.76,13.34,8.60,Tuesday,January
343-75-9322,B,Lagos,Member,Female,"Sports and travel",11.85,8,4.74,99.54,2019-01-09,16:34:00,Cash,94.80,4.76,4.74,4.10,Wednesday,January
346-12-3257,B,Lagos,Member,Male,"Electronic accessories",19.24,9,8.66,181.82,2019-03-04,16:28:00,Cash,173.16,4.76,8.66,8.00,Monday,March
346-84-3103,B,Lagos,Member,Female,"Electronic accessories",13.22,5,3.31,69.41,2019-03-02,19:26:00,Cash,66.10,4.76,3.31,4.30,Saturday,March
347-34-2234,B,Lagos,Member,Female,"Sports and travel",55.07,9,24.78,520.41,2019-02-03,13:40:00,Ewallet,495.63,4.76,24.78,10.00,Sunday,February
347-56-2442,A,Abuja,Normal,Male,"Home and lifestyle",65.82,1,3.29,69.11,2019-02-22,15:33:00,Cash,65.82,4.76,3.29,4.10,Friday,February
349-97-8902,B,Lagos,Member,Male,"Food and beverages",57.89,2,5.79,121.57,2019-01-17,10:37:00,Ewallet,115.78,4.76,5.79,8.90,Thursday,January
351-62-0822,B,Lagos,Member,Female,"Fashion accessories",14.48,4,2.90,60.82,2019-02-06,18:07:00,Ewallet,57.92,4.76,2.90,4.50,Wednesday,February
354-25-5821,B,Lagos,Member,Female,"Sports and travel",69.12,6,20.74,435.46,2019-02-08,13:03:00,Cash,414.72,4.76,20.74,5.60,Friday,February
354-39-5160,A,Abuja,Member,Female,"Home and lifestyle",34.42,6,10.33,216.85,2019-02-18,15:39:00,Cash,206.52,4.76,10.33,9.80,Monday,February
355-53-5943,A,Abuja,Member,Female,"Electronic accessories",68.84,6,20.65,433.69,2019-02-25,14:36:00,Ewallet,413.04,4.76,20.65,5.80,Monday,February
358-88-9262,C,Kano,Member,Female,"Food and beverages",87.48,6,26.24,551.12,2019-02-01,18:43:00,Ewallet,524.88,4.76,26.24,5.10,Friday,February
360-39-5055,C,Kano,Member,Male,"Sports and travel",48.91,5,12.23,256.78,2019-03-09,10:17:00,Cash,244.55,4.76,12.23,6.60,Saturday,March
361-85-2571,A,Abuja,Normal,Female,"Sports and travel",89.48,5,22.37,469.77,2019-03-30,10:18:00,Cash,447.40,4.76,22.37,7.40,Saturday,March
362-58-8315,C,Kano,Normal,Male,"Fashion accessories",76.52,5,19.13,401.73,2019-03-25,10:23:00,Cash,382.60,4.76,19.13,9.90,Monday,March
364-33-8584,B,Lagos,Member,Female,"Food and beverages",17.63,5,4.41,92.56,2019-03-08,15:27:00,Cash,88.15,4.76,4.41,8.50,Friday,March
364-34-2972,C,Kano,Member,Male,"Electronic accessories",96.82,3,14.52,304.98,2019-03-30,20:37:00,Cash,290.46,4.76,14.52,6.70,Saturday,March
365-16-4334,B,Lagos,Normal,Female,"Food and beverages",26.43,8,10.57,222.01,2019-02-24,14:26:00,Ewallet,211.44,4.76,10.57,8.90,Sunday,February
365-64-0515,A,Abuja,Normal,Female,"Electronic accessories",46.95,5,11.74,246.49,2019-02-12,10:25:00,Ewallet,234.75,4.76,11.74,7.10,Tuesday,February
366-43-6862,B,Lagos,Normal,Male,"Electronic accessories",52.89,4,10.58,222.14,2019-03-25,16:32:00,Ewallet,211.56,4.76,10.58,6.70,Monday,March
369-82-2676,B,Lagos,Normal,Male,"Electronic accessories",75.66,5,18.92,397.22,2019-01-15,18:22:00,Ewallet,378.30,4.76,18.92,7.80,Tuesday,January
370-96-0655,C,Kano,Normal,Female,"Fashion accessories",49.32,6,14.80,310.72,2019-01-09,13:46:00,Ewallet,295.92,4.76,14.80,7.10,Wednesday,January
371-85-5789,B,Lagos,Normal,Male,"Health and beauty",87.98,3,13.20,277.14,2019-03-05,10:40:00,Ewallet,263.94,4.76,13.20,5.10,Tuesday,March
372-26-1506,C,Kano,Normal,Female,"Fashion accessories",23.82,5,5.96,125.06,2019-01-28,19:24:00,Ewallet,119.10,4.76,5.96,5.40,Monday,January
372-62-5264,C,Kano,Normal,Female,"Food and beverages",52.6,9,23.67,497.07,2019-01-16,14:42:00,Cash,473.40,4.76,23.67,7.60,Wednesday,January
372-94-8041,A,Abuja,Normal,Male,"Health and beauty",15.26,6,4.58,96.14,2019-02-15,18:03:00,Ewallet,91.56,4.76,4.58,9.80,Friday,February
373-09-4567,C,Kano,Normal,Male,"Food and beverages",77.56,10,38.78,814.38,2019-03-14,20:35:00,Ewallet,775.60,4.76,38.78,6.90,Thursday,March
373-14-0504,A,Abuja,Member,Female,"Sports and travel",71.63,2,7.16,150.42,2019-02-12,14:33:00,Ewallet,143.26,4.76,7.16,8.80,Tuesday,February
373-73-7910,A,Abuja,Normal,Male,"Sports and travel",86.31,7,30.21,634.38,2019-02-08,10:37:00,Ewallet,604.17,4.76,30.21,5.30,Friday,February
373-88-1424,C,Kano,Member,Male,"Home and lifestyle",35.81,5,8.95,188.00,2019-02-06,18:44:00,Ewallet,179.05,4.76,8.95,7.90,Wednesday,February
374-38-5555,B,Lagos,Normal,Female,"Fashion accessories",63.71,5,15.93,334.48,2019-02-07,19:30:00,Ewallet,318.55,4.76,15.93,8.50,Thursday,February
375-72-3056,B,Lagos,Normal,Male,"Sports and travel",63.06,3,9.46,198.64,2019-01-19,15:58:00,Ewallet,189.18,4.76,9.46,7.00,Saturday,January
376-56-3573,C,Kano,Normal,Female,"Fashion accessories",95.42,4,19.08,400.76,2019-02-02,13:23:00,Ewallet,381.68,4.76,19.08,6.40,Saturday,February
378-24-2715,B,Lagos,Normal,Male,"Home and lifestyle",53.44,2,5.34,112.22,2019-01-20,20:38:00,Ewallet,106.88,4.76,5.34,4.10,Sunday,January
379-17-6588,C,Kano,Normal,Male,"Fashion accessories",59.61,10,29.81,625.91,2019-03-14,11:07:00,Cash,596.10,4.76,29.81,5.30,Thursday,March
382-03-4532,A,Abuja,Member,Female,"Health and beauty",18.33,1,0.92,19.25,2019-02-02,18:50:00,Cash,18.33,4.76,0.92,4.30,Saturday,February
382-25-8917,C,Kano,Normal,Male,"Fashion accessories",42.08,6,12.62,265.10,2019-01-29,12:25:00,Cash,252.48,4.76,12.62,8.90,Tuesday,January
384-59-6655,A,Abuja,Member,Female,"Food and beverages",98.66,9,44.40,932.34,2019-02-19,15:07:00,Cash,887.94,4.76,44.40,8.40,Tuesday,February
387-49-4215,B,Lagos,Member,Female,"Sports and travel",48.5,3,7.28,152.78,2019-01-08,12:50:00,Cash,145.50,4.76,7.28,6.70,Tuesday,January
388-76-2555,B,Lagos,Normal,Male,"Sports and travel",13.69,6,4.11,86.25,2019-02-13,13:59:00,Cash,82.14,4.76,4.11,6.30,Wednesday,February
389-25-3394,C,Kano,Normal,Male,"Electronic accessories",11.81,5,2.95,62.00,2019-02-17,18:06:00,Cash,59.05,4.76,2.95,9.40,Sunday,February
389-70-2397,C,Kano,Normal,Female,"Health and beauty",83.66,5,20.92,439.22,2019-02-21,10:26:00,Cash,418.30,4.76,20.92,7.20,Thursday,February
390-17-5806,C,Kano,Member,Female,"Food and beverages",38.42,1,1.92,40.34,2019-02-02,16:33:00,Cash,38.42,4.76,1.92,8.60,Saturday,February
390-31-6381,C,Kano,Normal,Male,"Food and beverages",27.22,3,4.08,85.74,2019-01-07,12:37:00,Cash,81.66,4.76,4.08,7.30,Monday,January
394-41-0748,C,Kano,Member,Female,"Fashion accessories",54.07,9,24.33,510.96,2019-01-27,14:55:00,Ewallet,486.63,4.76,24.33,9.50,Sunday,January
394-55-6384,C,Kano,Member,Female,"Sports and travel",70.19,9,31.59,663.30,2019-01-25,13:38:00,Cash,631.71,4.76,31.59,6.70,Friday,January
396-90-2219,B,Lagos,Normal,Female,"Electronic accessories",14.96,8,5.98,125.66,2019-02-23,12:29:00,Cash,119.68,4.76,5.98,8.60,Saturday,February
399-46-5918,C,Kano,Normal,Female,"Electronic accessories",85.98,8,34.39,722.23,2019-02-28,19:01:00,Cash,687.84,4.76,34.39,8.20,Thursday,February
400-60-7251,A,Abuja,Normal,Male,"Home and lifestyle",74.07,1,3.70,77.77,2019-02-10,12:50:00,Ewallet,74.07,4.76,3.70,9.90,Sunday,February
400-89-4171,C,Kano,Normal,Female,"Sports and travel",80.97,8,32.39,680.15,2019-01-28,13:05:00,Cash,647.76,4.76,32.39,9.30,Monday,January
401-09-4232,C,Kano,Member,Male,"Home and lifestyle",86.69,5,21.67,455.12,2019-02-11,18:38:00,Ewallet,433.45,4.76,21.67,9.40,Monday,February
401-18-8016,B,Lagos,Member,Female,"Sports and travel",98.13,1,4.91,103.04,2019-01-21,17:36:00,Cash,98.13,4.76,4.91,8.90,Monday,January
406-46-7107,A,Abuja,Normal,Female,"Home and lifestyle",96.52,6,28.96,608.08,2019-01-11,11:52:00,Cash,579.12,4.76,28.96,4.50,Friday,January
407-63-8975,A,Abuja,Normal,Male,"Food and beverages",73.88,6,22.16,465.44,2019-03-23,19:16:00,Ewallet,443.28,4.76,22.16,4.40,Saturday,March
408-26-9866,C,Kano,Normal,Female,"Sports and travel",73.98,7,25.89,543.75,2019-03-02,16:42:00,Ewallet,517.86,4.76,25.89,4.10,Saturday,March
408-66-6712,C,Kano,Member,Female,"Health and beauty",47.71,6,14.31,300.57,2019-02-16,14:19:00,Ewallet,286.26,4.76,14.31,4.40,Saturday,February
409-33-9708,A,Abuja,Normal,Female,"Fashion accessories",98.48,2,9.85,206.81,2019-02-19,10:12:00,Ewallet,196.96,4.76,9.85,9.20,Tuesday,February
409-49-6995,C,Kano,Member,Female,"Food and beverages",47.27,6,14.18,297.80,2019-02-05,10:17:00,Cash,283.62,4.76,14.18,8.80,Tuesday,February
410-67-1709,A,Abuja,Member,Female,"Fashion accessories",63.88,8,25.55,536.59,2019-01-20,17:48:00,Ewallet,511.04,4.76,25.55,9.90,Sunday,January
411-77-0180,A,Abuja,Member,Male,"Electronic accessories",72.2,7,25.27,530.67,2019-03-26,20:14:00,Ewallet,505.40,4.76,25.27,4.30,Tuesday,March
413-20-6708,C,Kano,Member,Female,"Fashion accessories",51.47,1,2.57,54.04,2019-03-18,15:52:00,Ewallet,51.47,4.76,2.57,8.50,Monday,March
414-12-7047,B,Lagos,Normal,Male,"Food and beverages",19.79,8,7.92,166.24,2019-01-18,12:04:00,Ewallet,158.32,4.76,7.92,8.70,Friday,January
416-13-5917,C,Kano,Normal,Female,"Food and beverages",97.03,5,24.26,509.41,2019-01-30,16:24:00,Ewallet,485.15,4.76,24.26,9.30,Wednesday,January
418-02-5978,B,Lagos,Normal,Female,"Health and beauty",84.09,9,37.84,794.65,2019-02-11,10:54:00,Cash,756.81,4.76,37.84,8.00,Monday,February
418-05-0656,B,Lagos,Normal,Female,"Fashion accessories",25.56,7,8.95,187.87,2019-02-02,20:42:00,Cash,178.92,4.76,8.95,7.10,Saturday,February
420-04-7590,B,Lagos,Normal,Male,"Home and lifestyle",99.7,3,14.96,314.06,2019-03-18,11:29:00,Ewallet,299.10,4.76,14.96,4.70,Monday,March
420-18-8989,A,Abuja,Member,Female,"Sports and travel",51.52,8,20.61,432.77,2019-02-02,15:47:00,Cash,412.16,4.76,20.61,9.60,Saturday,February
423-57-2993,B,Lagos,Normal,Male,"Sports and travel",93.39,6,28.02,588.36,2019-03-27,19:18:00,Ewallet,560.34,4.76,28.02,10.00,Wednesday,March
423-64-4619,A,Abuja,Member,Female,"Health and beauty",15.55,9,7.00,146.95,2019-03-07,13:12:00,Cash,139.95,4.76,7.00,5.00,Thursday,March
423-80-0988,C,Kano,Normal,Male,"Sports and travel",76.4,2,7.64,160.44,2019-01-30,19:42:00,Ewallet,152.80,4.76,7.64,6.50,Wednesday,January
425-85-2085,B,Lagos,Member,Male,"Health and beauty",54.86,5,13.72,288.02,2019-03-29,16:48:00,Ewallet,274.30,4.76,13.72,9.80,Friday,March
426-39-2418,C,Kano,Normal,Male,"Electronic accessories",61.41,7,21.49,451.36,2019-01-14,10:02:00,Cash,429.87,4.76,21.49,9.80,Monday,January
427-45-9297,B,Lagos,Member,Female,"Home and lifestyle",40.73,7,14.26,299.37,2019-03-12,11:01:00,Ewallet,285.11,4.76,14.26,5.40,Tuesday,March
428-83-5800,C,Kano,Member,Female,"Food and beverages",21.08,3,3.16,66.40,2019-02-09,10:25:00,Cash,63.24,4.76,3.16,7.30,Saturday,February
430-02-3888,B,Lagos,Normal,Male,"Electronic accessories",46.02,6,13.81,289.93,2019-02-07,15:55:00,Cash,276.12,4.76,13.81,7.10,Thursday,February
430-60-3493,A,Abuja,Member,Female,"Home and lifestyle",94.88,7,33.21,697.37,2019-02-03,14:38:00,Cash,664.16,4.76,33.21,4.20,Sunday,February
433-08-7822,C,Kano,Normal,Female,"Health and beauty",78.89,7,27.61,579.84,2019-01-05,19:48:00,Ewallet,552.23,4.76,27.61,7.50,Saturday,January
433-75-6987,B,Lagos,Member,Female,"Health and beauty",55.97,7,19.59,411.38,2019-03-05,19:06:00,Ewallet,391.79,4.76,19.59,8.90,Tuesday,March
434-35-9162,B,Lagos,Member,Male,"Food and beverages",23.34,4,4.67,98.03,2019-02-04,18:53:00,Ewallet,93.36,4.76,4.67,7.40,Monday,February
434-83-9547,C,Kano,Member,Male,"Food and beverages",38.47,8,15.39,323.15,2019-01-23,11:51:00,Cash,307.76,4.76,15.39,7.70,Wednesday,January
436-54-4512,A,Abuja,Member,Female,"Food and beverages",91.61,1,4.58,96.19,2019-03-20,19:44:00,Cash,91.61,4.76,4.58,9.80,Wednesday,March
437-53-3084,B,Lagos,Normal,Male,"Fashion accessories",99.89,2,9.99,209.77,2019-02-26,11:48:00,Ewallet,199.78,4.76,9.99,7.10,Tuesday,February
437-58-8131,B,Lagos,Normal,Female,"Fashion accessories",73.52,2,7.35,154.39,2019-01-15,13:41:00,Ewallet,147.04,4.76,7.35,4.60,Tuesday,January
438-01-4015,B,Lagos,Member,Female,"Sports and travel",49.49,4,9.90,207.86,2019-03-21,15:25:00,Ewallet,197.96,4.76,9.90,6.60,Thursday,March
438-23-1242,B,Lagos,Normal,Male,"Electronic accessories",75.88,7,26.56,557.72,2019-01-24,10:38:00,Ewallet,531.16,4.76,26.56,8.90,Thursday,January
441-94-7118,A,Abuja,Member,Male,"Electronic accessories",71.95,1,3.60,75.55,2019-02-04,12:14:00,Cash,71.95,4.76,3.60,7.30,Monday,February
443-59-0061,A,Abuja,Member,Male,"Food and beverages",67.45,10,33.73,708.23,2019-02-03,11:25:00,Ewallet,674.50,4.76,33.73,4.20,Sunday,February
443-60-9639,C,Kano,Member,Female,"Home and lifestyle",60.87,1,3.04,63.91,2019-01-24,13:24:00,Cash,60.87,4.76,3.04,5.50,Thursday,January
443-82-0585,A,Abuja,Member,Female,"Health and beauty",77.68,4,15.54,326.26,2019-02-01,19:54:00,Cash,310.72,4.76,15.54,8.40,Friday,February
445-30-9252,A,Abuja,Normal,Male,"Sports and travel",25.7,3,3.86,80.96,2019-01-17,17:59:00,Ewallet,77.10,4.76,3.86,6.10,Thursday,January
447-15-7839,A,Abuja,Member,Female,"Sports and travel",22.24,10,11.12,233.52,2019-02-09,11:00:00,Cash,222.40,4.76,11.12,4.20,Saturday,February
448-34-8700,B,Lagos,Member,Male,"Home and lifestyle",36.91,7,12.92,271.29,2019-02-10,13:51:00,Ewallet,258.37,4.76,12.92,6.70,Sunday,February
450-28-2866,C,Kano,Member,Male,"Food and beverages",17.44,5,4.36,91.56,2019-01-15,19:25:00,Cash,87.20,4.76,4.36,8.10,Tuesday,January
451-28-5717,C,Kano,Member,Female,"Home and lifestyle",83.17,6,24.95,523.97,2019-03-20,11:23:00,Cash,499.02,4.76,24.95,7.30,Wednesday,March
451-73-2711,C,Kano,Normal,Male,"Food and beverages",84.83,1,4.24,89.07,2019-01-14,15:20:00,Ewallet,84.83,4.76,4.24,8.80,Monday,January
452-04-8808,B,Lagos,Normal,Male,"Electronic accessories",87.08,7,30.48,640.04,2019-01-26,15:17:00,Cash,609.56,4.76,30.48,5.50,Saturday,January
453-33-6436,A,Abuja,Normal,Female,"Home and lifestyle",93.12,8,37.25,782.21,2019-02-07,10:09:00,Cash,744.96,4.76,37.25,6.80,Thursday,February
453-63-6187,B,Lagos,Normal,Male,"Electronic accessories",27.5,3,4.13,86.63,2019-03-01,15:40:00,Ewallet,82.50,4.76,4.13,6.50,Friday,March
457-12-0244,C,Kano,Member,Female,"Sports and travel",35.22,6,10.57,221.89,2019-03-14,13:49:00,Ewallet,211.32,4.76,10.57,6.50,Thursday,March
457-94-0464,B,Lagos,Member,Male,"Electronic accessories",87.87,9,39.54,830.37,2019-01-31,20:32:00,Ewallet,790.83,4.76,39.54,5.60,Thursday,January
458-10-8612,C,Kano,Normal,Male,"Health and beauty",64.08,7,22.43,470.99,2019-01-20,12:27:00,Ewallet,448.56,4.76,22.43,7.60,Sunday,January
458-61-0011,B,Lagos,Normal,Male,"Food and beverages",60.3,4,12.06,253.26,2019-02-20,18:43:00,Cash,241.20,4.76,12.06,5.80,Wednesday,February
459-45-2396,A,Abuja,Member,Female,"Food and beverages",99.6,3,14.94,313.74,2019-02-25,18:45:00,Cash,298.80,4.76,14.94,5.80,Monday,February
459-50-7686,A,Abuja,Normal,Female,"Electronic accessories",23.46,6,7.04,147.80,2019-01-13,19:14:00,Ewallet,140.76,4.76,7.04,6.40,Sunday,January
460-35-4390,A,Abuja,Normal,Male,"Home and lifestyle",30.68,3,4.60,96.64,2019-01-22,11:00:00,Ewallet,92.04,4.76,4.60,9.10,Tuesday,January
460-93-5834,A,Abuja,Normal,Male,"Sports and travel",45.58,7,15.95,335.01,2019-01-13,10:03:00,Cash,319.06,4.76,15.95,5.00,Sunday,January
462-67-9126,A,Abuja,Normal,Male,"Home and lifestyle",73.22,6,21.97,461.29,2019-01-21,17:44:00,Cash,439.32,4.76,21.97,7.20,Monday,January
462-78-5240,C,Kano,Normal,Female,"Electronic accessories",26.61,2,2.66,55.88,2019-03-19,14:35:00,Cash,53.22,4.76,2.66,4.20,Tuesday,March
466-61-5506,B,Lagos,Member,Female,"Electronic accessories",90.7,6,27.21,571.41,2019-02-26,10:52:00,Cash,544.20,4.76,27.21,5.30,Tuesday,February
468-01-2051,B,Lagos,Normal,Male,"Food and beverages",62.08,7,21.73,456.29,2019-03-06,13:46:00,Ewallet,434.56,4.76,21.73,5.40,Wednesday,March
468-88-0009,A,Abuja,Member,Male,"Home and lifestyle",65.94,4,13.19,276.95,2019-03-24,10:29:00,Cash,263.76,4.76,13.19,6.00,Sunday,March
468-99-7231,C,Kano,Normal,Female,"Home and lifestyle",44.01,8,17.60,369.68,2019-03-03,17:36:00,Cash,352.08,4.76,17.60,8.80,Sunday,March
471-41-2823,C,Kano,Normal,Male,"Food and beverages",99.79,2,9.98,209.56,2019-03-07,20:37:00,Ewallet,199.58,4.76,9.98,8.00,Thursday,March
472-15-9636,A,Abuja,Normal,Male,"Home and lifestyle",50.93,8,20.37,427.81,2019-03-22,19:36:00,Ewallet,407.44,4.76,20.37,9.20,Friday,March
474-33-8305,C,Kano,Member,Male,"Fashion accessories",67.39,7,23.59,495.32,2019-03-23,13:23:00,Ewallet,471.73,4.76,23.59,6.90,Saturday,March
477-24-6490,B,Lagos,Normal,Female,"Health and beauty",99.71,6,29.91,628.17,2019-02-26,16:52:00,Ewallet,598.26,4.76,29.91,7.90,Tuesday,February
477-59-2456,C,Kano,Normal,Female,"Fashion accessories",45.44,7,15.90,333.98,2019-01-23,11:15:00,Cash,318.08,4.76,15.90,9.20,Wednesday,January
478-06-7835,A,Abuja,Normal,Male,"Fashion accessories",89.69,1,4.48,94.17,2019-01-11,11:20:00,Ewallet,89.69,4.76,4.48,4.90,Friday,January
479-26-8945,B,Lagos,Member,Female,"Sports and travel",16.49,2,1.65,34.63,2019-02-05,11:32:00,Ewallet,32.98,4.76,1.65,4.60,Tuesday,February
480-63-2856,C,Kano,Normal,Male,"Food and beverages",19.25,8,7.70,161.70,2019-01-23,18:37:00,Ewallet,154.00,4.76,7.70,6.60,Wednesday,January
